"ID";"Woonplaatsen";"Woonplaatscode_1";"Naam_2";"Code_3";"Naam_4";"Code_5";"Naam_6";"Code_7"
"2116";"WP1781";"WP1781    ";"Borger-Odoorn                      ";"GM1681    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"2117";"WP3367";"WP3367    ";"Neerijnen                          ";"GM0304    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2118";"WP1582";"WP1582    ";"Oude IJsselstreek                  ";"GM1509    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2119";"WP1574";"WP1574    ";"Oude IJsselstreek                  ";"GM1509    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2120";"WP1295";"WP1295    ";"Tubbergen                          ";"GM0183    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"2121";"WP2234";"WP2234    ";"Westerwolde                        ";"GM1950    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"2122";"WP1956";"WP1956    ";"Aalburg                            ";"GM0738    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"2123";"WP1240";"WP1240    ";"Veendam                            ";"GM0047    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"2124";"WP2048";"WP2048    ";"Veenendaal                         ";"GM0345    ";"Utrecht                  ";"PV26      ";"West-Nederland           ";"LD03      "
"2125";"WP3277";"WP3277    ";"Smallingerland                     ";"GM0090    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"2126";"WP1651";"WP1651    ";"Noordenveld                        ";"GM1699    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"2127";"WP3171";"WP3171    ";"De Wolden                          ";"GM1690    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"2128";"WP3315";"WP3315    ";"Kollumerland en Nieuwkruisland     ";"GM0079    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"2129";"WP1999";"WP1999    ";"Emmen                              ";"GM0114    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"2130";"WP2783";"WP2783    ";"Veere                              ";"GM0717    ";"Zeeland                  ";"PV29      ";"West-Nederland           ";"LD03      "
"2131";"WP2866";"WP2866    ";"Heerde                             ";"GM0246    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2132";"WP2513";"WP2513    ";"De Fryske Marren                   ";"GM1940    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"2133";"WP2827";"WP2827    ";"Meierijstad                        ";"GM1948    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"2134";"WP2520";"WP2520    ";"Hollands Kroon                     ";"GM1911    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"2135";"WP1631";"WP1631    ";"Maasdriel                          ";"GM0263    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2136";"WP1547";"WP1547    ";"Hardenberg                         ";"GM0160    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"2137";"WP3142";"WP3142    ";"Venlo                              ";"GM0983    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"2138";"WP1384";"WP1384    ";"Veldhoven                          ";"GM0861    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"2139";"WP1500";"WP1500    ";"Rheden                             ";"GM0275    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2140";"WP3198";"WP3198    ";"Grave                              ";"GM0786    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"2141";"WP3538";"WP3538    ";"Velsen                             ";"GM0453    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"2142";"WP3536";"WP3536    ";"Velsen                             ";"GM0453    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"2143";"WP2839";"WP2839    ";"Velsen                             ";"GM0453    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"2144";"WP1565";"WP1565    ";"Hardenberg                         ";"GM0160    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"2145";"WP3139";"WP3139    ";"Boekel                             ";"GM0755    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"2146";"WP1512";"WP1512    ";"Drechterland                       ";"GM0498    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"2147";"WP1473";"WP1473    ";"Venlo                              ";"GM0983    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"2148";"WP2335";"WP2335    ";"Venray                             ";"GM0984    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"2149";"WP2481";"WP2481    ";"Gennep                             ";"GM0907    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"2150";"WP2996";"WP2996    ";"Eersel                             ";"GM0770    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"2151";"WP2211";"WP2211    ";"Montferland                        ";"GM1955    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2152";"WP2336";"WP2336    ";"Venray                             ";"GM0984    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"2153";"WP2843";"WP2843    ";"Vianen                             ";"GM0620    ";"Utrecht                  ";"PV26      ";"West-Nederland           ";"LD03      "
"2154";"WP1455";"WP1455    ";"Cuijk                              ";"GM1684    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"2155";"WP1532";"WP1532    ";"Bronckhorst                        ";"GM1876    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2156";"WP2985";"WP2985    ";"Nunspeet                           ";"GM0302    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2157";"WP3426";"WP3426    ";"De Marne                           ";"GM1663    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"2158";"WP1223";"WP1223    ";"Boxmeer                            ";"GM0756    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"2159";"WP2369";"WP2369    ";"Brielle                            ";"GM0501    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"2160";"WP1613";"WP1613    ";"Haarlemmermeer                     ";"GM0394    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"2161";"WP1431";"WP1431    ";"Vaals                              ";"GM0981    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"2162";"WP2554";"WP2554    ";"Ommen                              ";"GM0175    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"2163";"WP1743";"WP1743    ";"Weststellingwerf                   ";"GM0098    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"2164";"WP3612";"WP3612    ";"'s-Hertogenbosch                   ";"GM0796    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"2165";"WP3063";"WP3063    ";"Bernheze                           ";"GM1721    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"2166";"WP2555";"WP2555    ";"Ommen                              ";"GM0175    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"2167";"WP3550";"WP3550    ";"De Ronde Venen                     ";"GM0736    ";"Utrecht                  ";"PV26      ";"West-Nederland           ";"LD03      "
"2168";"WP2127";"WP2127    ";"Zuidhorn                           ";"GM0056    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"2169";"WP1015";"WP1015    ";"Vlaardingen                        ";"GM0622    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"2170";"WP2298";"WP2298    ";"Westerwolde                        ";"GM1950    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"2171";"WP3122";"WP3122    ";"Westerveld                         ";"GM1701    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"2172";"WP3078";"WP3078    ";"Stadskanaal                        ";"GM0037    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"2173";"WP3123";"WP3123    ";"Westerveld                         ";"GM1701    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"2174";"WP3296";"WP3296    ";"Utrecht                            ";"GM0344    ";"Utrecht                  ";"PV26      ";"West-Nederland           ";"LD03      "
"2175";"WP3299";"WP3299    ";"Vlieland                           ";"GM0096    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"2176";"WP1775";"WP1775    ";"Deurne                             ";"GM0762    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"2177";"WP3503";"WP3503    ";"Heusden                            ";"GM0797    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"2178";"WP1078";"WP1078    ";"Vlissingen                         ";"GM0718    ";"Zeeland                  ";"PV29      ";"West-Nederland           ";"LD03      "
"2179";"WP2389";"WP2389    ";"Krimpenerwaard                     ";"GM1931    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"2180";"WP2595";"WP2595    ";"Roerdalen                          ";"GM1669    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"2181";"WP1855";"WP1855    ";"Voerendaal                         ";"GM0986    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"2182";"WP2651";"WP2651    ";"Bloemendaal                        ";"GM0377    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"2183";"WP3095";"WP3095    ";"Hulst                              ";"GM0677    ";"Zeeland                  ";"PV29      ";"West-Nederland           ";"LD03      "
"2184";"WP1748";"WP1748    ";"Edam-Volendam                      ";"GM0385    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"2185";"WP1848";"WP1848    ";"Uden                               ";"GM0856    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"2186";"WP2716";"WP2716    ";"Steenwijkerland                    ";"GM1708    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"2187";"WP3087";"WP3087    ";"Rotterdam                          ";"GM0599    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"2188";"WP1622";"WP1622    ";"Leidschendam-Voorburg              ";"GM1916    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"2189";"WP2004";"WP2004    ";"Teylingen                          ";"GM1525    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"2190";"WP3231";"WP3231    ";"Voorschoten                        ";"GM0626    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"2191";"WP1586";"WP1586    ";"Oude IJsselstreek                  ";"GM1509    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2192";"WP2612";"WP2612    ";"Voorst                             ";"GM0285    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2193";"WP3599";"WP3599    ";"Barneveld                          ";"GM0203    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2194";"WP2867";"WP2867    ";"Heerde                             ";"GM0246    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2195";"WP3573";"WP3573    ";"Bronckhorst                        ";"GM1876    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2196";"WP3064";"WP3064    ";"Bernheze                           ";"GM1721    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"2197";"WP1224";"WP1224    ";"Boxmeer                            ";"GM0756    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"2198";"WP2226";"WP2226    ";"Oost Gelre                         ";"GM1586    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2199";"WP1181";"WP1181    ";"Aa en Hunze                        ";"GM1680    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"2200";"WP2337";"WP2337    ";"Venray                             ";"GM0984    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"2201";"WP3525";"WP3525    ";"Stichtse Vecht                     ";"GM1904    ";"Utrecht                  ";"PV26      ";"West-Nederland           ";"LD03      "
"2202";"WP2912";"WP2912    ";"Tynaarlo                           ";"GM1730    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"2203";"WP2235";"WP2235    ";"Westerwolde                        ";"GM1950    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"2204";"WP3325";"WP3325    ";"Twenterand                         ";"GM1700    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"2205";"WP3326";"WP3326    ";"Twenterand                         ";"GM1700    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"2206";"WP2672";"WP2672    ";"Nieuwkoop                          ";"GM0569    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"2207";"WP3334";"WP3334    ";"Waadhoeke                          ";"GM1949    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"2208";"WP2784";"WP2784    ";"Veere                              ";"GM0717    ";"Zeeland                  ";"PV29      ";"West-Nederland           ";"LD03      "
"2209";"WP1619";"WP1619    ";"Vught                              ";"GM0865    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"2210";"WP2357";"WP2357    ";"Lingewaal                          ";"GM0733    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2211";"WP2031";"WP2031    ";"Súdwest-Fryslân                    ";"GM1900    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"2212";"WP1809";"WP1809    ";"Molenwaard                         ";"GM1927    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"2213";"WP2739";"WP2739    ";"Texel                              ";"GM0448    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"2214";"WP1006";"WP1006    ";"Waalre                             ";"GM0866    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"2215";"WP2597";"WP2597    ";"Waalwijk                           ";"GM0867    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"2216";"WP1895";"WP1895    ";"Oldambt                            ";"GM1895    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"2217";"WP3466";"WP3466    ";"Reimerswaal                        ";"GM0703    ";"Zeeland                  ";"PV29      ";"West-Nederland           ";"LD03      "
"2218";"WP3368";"WP3368    ";"Neerijnen                          ";"GM0304    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2219";"WP2478";"WP2478    ";"Bodegraven-Reeuwijk                ";"GM1901    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"2220";"WP3305";"WP3305    ";"Woudrichem                         ";"GM0874    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"2221";"WP3293";"WP3293    ";"Schagen                            ";"GM0441    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"2222";"WP3412";"WP3412    ";"Dongeradeel                        ";"GM0058    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"2223";"WP2165";"WP2165    ";"Coevorden                          ";"GM0109    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"2224";"WP3051";"WP3051    ";"Waddinxveen                        ";"GM0627    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"2225";"WP2559";"WP2559    ";"Tiel                               ";"GM0281    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2226";"WP2579";"WP2579    ";"Drimmelen                          ";"GM1719    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"2227";"WP3244";"WP3244    ";"Delfzijl                           ";"GM0010    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"2228";"WP2006";"WP2006    ";"Wageningen                         ";"GM0289    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2229";"WP1719";"WP1719    ";"Valkenburg aan de Geul             ";"GM0994    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"2230";"WP3101";"WP3101    ";"Hulst                              ";"GM0677    ";"Zeeland                  ";"PV29      ";"West-Nederland           ";"LD03      "
"2231";"WP3269";"WP3269    ";"Dantumadiel                        ";"GM1891    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"2232";"WP1773";"WP1773    ";"West Maas en Waal                  ";"GM0668    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2233";"WP2717";"WP2717    ";"Steenwijkerland                    ";"GM1708    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"2234";"WP2085";"WP2085    ";"Sint Anthonis                      ";"GM1702    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"2235";"WP1861";"WP1861    ";"Venray                             ";"GM0984    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"2236";"WP3210";"WP3210    ";"Ferwerderadiel                     ";"GM1722    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"2237";"WP2868";"WP2868    ";"Heerde                             ";"GM0246    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2238";"WP3124";"WP3124    ";"Westerveld                         ";"GM1701    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"2239";"WP3125";"WP3125    ";"Westerveld                         ";"GM1701    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"2240";"WP1843";"WP1843    ";"Edam-Volendam                      ";"GM0385    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"2241";"WP3486";"WP3486    ";"Eemsmond                           ";"GM1651    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"2242";"WP3427";"WP3427    ";"De Marne                           ";"GM1663    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"2243";"WP3316";"WP3316    ";"Kollumerland en Nieuwkruisland     ";"GM0079    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"2244";"WP3294";"WP3294    ";"Schagen                            ";"GM0441    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"2245";"WP3542";"WP3542    ";"Teylingen                          ";"GM1525    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"2246";"WP1971";"WP1971    ";"Súdwest-Fryslân                    ";"GM1900    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"2247";"WP1396";"WP1396    ";"Zutphen                            ";"GM0301    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2248";"WP2540";"WP2540    ";"Leeuwarden                         ";"GM0080    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"2249";"WP2541";"WP2541    ";"Leeuwarden                         ";"GM0080    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"2250";"WP1765";"WP1765    ";"Ooststellingwerf                   ";"GM0085    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"2251";"WP2598";"WP2598    ";"Waalwijk                           ";"GM0867    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"2252";"WP1821";"WP1821    ";"Wassenaar                          ";"GM0629    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"2253";"WP3126";"WP3126    ";"Westerveld                         ";"GM1701    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"2254";"WP1945";"WP1945    ";"Waterland                          ";"GM0852    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"2255";"WP1022";"WP1022    ";"Midden-Groningen                   ";"GM1952    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"2256";"WP2664";"WP2664    ";"Westland                           ";"GM1783    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"2257";"WP2963";"WP2963    ";"Sluis                              ";"GM1714    ";"Zeeland                  ";"PV29      ";"West-Nederland           ";"LD03      "
"2258";"WP3551";"WP3551    ";"De Ronde Venen                     ";"GM0736    ";"Utrecht                  ";"PV26      ";"West-Nederland           ";"LD03      "
"2259";"WP2236";"WP2236    ";"Westerwolde                        ";"GM1950    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"2260";"WP2789";"WP2789    ";"Opmeer                             ";"GM0432    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"2261";"WP1417";"WP1417    ";"Dinkelland                         ";"GM1774    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"2262";"WP1974";"WP1974    ";"Weert                              ";"GM0988    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"2263";"WP3631";"WP3631    ";"Weesp                              ";"GM0457    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"2264";"WP3428";"WP3428    ";"De Marne                           ";"GM1663    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"2265";"WP3248";"WP3248    ";"Doetinchem                         ";"GM0222    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2266";"WP2032";"WP2032    ";"Leeuwarden                         ";"GM0080    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"2267";"WP2000";"WP2000    ";"Emmen                              ";"GM0114    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"2268";"WP2771";"WP2771    ";"Ede                                ";"GM0228    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2269";"WP1632";"WP1632    ";"Maasdriel                          ";"GM0263    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2270";"WP1124";"WP1124    ";"Bergen (L.)                        ";"GM0893    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"2271";"WP1125";"WP1125    ";"Bergen (L.)                        ";"GM0893    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"2272";"WP1382";"WP1382    ";"Olst-Wijhe                         ";"GM1773    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"2273";"WP1470";"WP1470    ";"Kapelle                            ";"GM0678    ";"Zeeland                  ";"PV29      ";"West-Nederland           ";"LD03      "
"2274";"WP3561";"WP3561    ";"Apeldoorn                          ";"GM0200    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2275";"WP2539";"WP2539    ";"Leeuwarden                         ";"GM0080    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"2276";"WP2218";"WP2218    ";"Werkendam                          ";"GM0870    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"2277";"WP2605";"WP2605    ";"Bunnik                             ";"GM0312    ";"Utrecht                  ";"PV26      ";"West-Nederland           ";"LD03      "
"2278";"WP3491";"WP3491    ";"Zundert                            ";"GM0879    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"2279";"WP3565";"WP3565    ";"Medemblik                          ";"GM0420    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"2280";"WP1381";"WP1381    ";"Olst-Wijhe                         ";"GM1773    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"2281";"WP1919";"WP1919    ";"Maasgouw                           ";"GM1641    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"2282";"WP2172";"WP2172    ";"Beemster                           ";"GM0370    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"2283";"WP2939";"WP2939    ";"De Bilt                            ";"GM0310    ";"Utrecht                  ";"PV26      ";"West-Nederland           ";"LD03      "
"2284";"WP1802";"WP1802    ";"Borger-Odoorn                      ";"GM1681    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"2285";"WP1138";"WP1138    ";"Terneuzen                          ";"GM0715    ";"Zeeland                  ";"PV29      ";"West-Nederland           ";"LD03      "
"2286";"WP1575";"WP1575    ";"Oude IJsselstreek                  ";"GM1509    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2287";"WP2086";"WP2086    ";"Sint Anthonis                      ";"GM1702    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"2288";"WP3025";"WP3025    ";"Midden-Drenthe                     ";"GM1731    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"2289";"WP1023";"WP1023    ";"Midden-Groningen                   ";"GM1952    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"2290";"WP3273";"WP3273    ";"Dantumadiel                        ";"GM1891    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"2291";"WP3455";"WP3455    ";"Loppersum                          ";"GM0024    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"2292";"WP3317";"WP3317    ";"Kollumerland en Nieuwkruisland     ";"GM0079    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"2293";"WP3327";"WP3327    ";"Twenterand                         ";"GM1700    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"2294";"WP1460";"WP1460    ";"Bergeijk                           ";"GM1724    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"2295";"WP1490";"WP1490    ";"Hollands Kroon                     ";"GM1911    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"2296";"WP1900";"WP1900    ";"Oldambt                            ";"GM1895    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"2297";"WP3429";"WP3429    ";"De Marne                           ";"GM1663    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"2298";"WP1652";"WP1652    ";"Noordenveld                        ";"GM1699    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"2299";"WP1936";"WP1936    ";"Westervoort                        ";"GM0293    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"2300";"WP3456";"WP3456    ";"Loppersum                          ";"GM0024    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"2301";"WP1908";"WP1908    ";"Alkmaar                            ";"GM0361    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"2302";"WP2424";"WP2424    ";"Súdwest-Fryslân                    ";"GM1900    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"2303";"WP3329";"WP3329    ";"Waadhoeke                          ";"GM1949    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"2304";"WP2785";"WP2785    ";"Veere                              ";"GM0717    ";"Zeeland                  ";"PV29      ";"West-Nederland           ";"LD03      "
"2305";"WP1881";"WP1881    ";"Zaanstad                           ";"GM0479    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"2306";"WP2385";"WP2385    ";"Binnenmaas                         ";"GM0585    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"2307";"WP2625";"WP2625    ";"Terschelling                       ";"GM0093    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
